label_id,span_label,num_of_token,stanza_pos,stanza_dep,ckip_pos,token_text
['FxEOiYbLDw'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['1DumnfvsF0'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['RdaVUtNTQP'],OPINION_OPR,1,['VERB'],['root'],['VG'],['稱']
['m1JZ5u1055'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['MNiQHfzjsP'],OPINION_OPR,1,['VERB'],['advcl'],['VA'],['喊話']
['p55qJeIe8A'],OPINION_OPR,1,['NOUN'],['nmod'],['VC'],['批黨']
['qN9YnyDumL'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['強調']
['YqRKazN2oh'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['質疑']
['sqLirc-OHZ'],OPINION_OPR,1,['VERB'],['root'],['VC'],['批評']
['Wy3n7y1NqR'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['聲稱']
['U4KW-UvdwJ'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['azCuzeJUBd'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['ddy-AuJs8D'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['談到']
['y2kpC_Vm2j'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['7WIA39lM3V'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['HyMAqQCtAZ'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['Rlihv_NrW_'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['KVQsrMWaNp'],OPINION_OPR,1,['VERB'],['advcl'],['VK'],['感謝']
['My-9GZI5z6'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['CQer9IefEL'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['T7srQ39oMF'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['jmu3t8-kR_'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['f2gayYzs_o'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['表示']
['kLd6QvO5QU'],OPINION_OPR,1,['VERB'],['root'],['VE'],['建議']
['OaFhZ8ecRp'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['pvzCSV7nfZ'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['57VDDuJjf6'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['認為']
['92xQ2eIMsq'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['3v9xgkN4TM'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['直言']
['WQjRYKrcU_'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['表示']
['n2qLCF4tkv'],OPINION_OPR,1,['VERB'],['root'],['VE'],['宣稱']
['-w8ZFVv7YV'],OPINION_OPR,1,['VERB'],['advcl'],['VA'],['表態']
['IngNY4u1eK'],OPINION_OPR,1,['VERB'],['root'],['VE'],['建議']
['rxjtV9bAZD'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['強調']
['BCS98bDExQ'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['Vmn-QOC37A'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['anzuFrh6aH'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['pq0ftB78Bz'],OPINION_OPR,1,['VERB'],['advcl'],['VC'],['批']
['tim213xzM7'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['反問']
['Q_tYyLZ3WT'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['dS_3EsqKRz'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['l-aBH_QqiF'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['表示']
['92Z0l0iX_Y'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['說']
['9k_9gZBKBk'],OPINION_OPR,1,['VERB'],['parataxis'],['VC'],['批評']
['Rq63p4YpsU'],OPINION_OPR,1,['VERB'],['root'],['VC'],['批評']
['YDH08FIYU8'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['表示']
['WTmHdWwVz1'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['AQFJ90zt9j'],OPINION_OPR,1,['VERB'],['root'],['VC'],['批評']
['bZOteLfy5v'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['強調']
['y9EEiZApfW'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說明']
['lLggF0AfoX'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['78_v_2sFYz'],OPINION_OPR,1,['VERB'],['root'],['Na'],['君說']
['hgJaIO2My-'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['表示']
['IgxKDEb_8B'],OPINION_OPR,1,['VERB'],['root'],['VE'],['認為']
['X3oHNJ5f0_'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['說']
['ym3v0NgTCX'],OPINION_OPR,2,"['PROPN', 'PROPN']","['nmod', 'flat:name']","['VE', 'VE']","['澄', '清']"
['TTSbPh3d23'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['z2guPOH7ga'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['強調']
['2n3uXWfp41'],OPINION_OPR,2,"['VERB', 'PROPN']","['advcl', 'nsubj']","['VC', 'VC']","['祝', '賀']"
['A_DN1cqlOJ'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['表示']
['6po4FZ9gQI'],OPINION_OPR,1,['NOUN'],['advmod'],['VE'],['說明']
['_pF_JpnuaH'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['w2UFHmItK5'],OPINION_OPR,1,['VERB'],['advcl'],['VK'],['感謝']
['mbVToGwHxZ'],OPINION_OPR,1,['VERB'],['xcomp'],['VE'],['透露']
['tNIRDAB1ys'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['H4p0TJWBow'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['HoT8pc6Z4n'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['提議']
['kUGahaD-fF'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['R20Oj9zYp8'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['1mI2hV72uc'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['M500Z2SKU6'],OPINION_OPR,1,['VERB'],['xcomp'],['VE'],['說']
['BEKhgZJc8-'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['認為']
['81Jf6oLZBf'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['zQ9yuhOEJG'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['uDS2-U1Wmo'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['提到']
['iXnrbS_yzM'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['說']
['47A877sJO_'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['u9TugvSIas'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['pWxS3elrU_'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['hnw-8N3Vw-'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['CeN2KiPl1c'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['TEpSXw91rR'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['認為']
['2I44iuchyC'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['直言']
['v5E1Re2vQE'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['指']
['Rs4K2iJu35'],OPINION_OPR,1,['VERB'],['root'],['VE'],['認為']
['hZjmPEgEDP'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['XbzorJyHdU'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['Uq7KWpRGDX'],OPINION_OPR,1,['NOUN'],['obj'],['VE'],['說明']
['AQcpSoIjj7'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['RhHt59A0bJ'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['c-vpRNWNaD'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['OCVX4kd8dh'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['pWKk6cQ-EA'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['o0SjYocKDp'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['eSbcSNNq52'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['強調']
['KPKMLFMUvj'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['u1_CJZstRI'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['承諾']
['2HpEXOhSUs'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['表示']
['gsorxL1JJN'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['-5qsjq4TPV'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['U5mBOCJihO'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['vY1rE2Q8DJ'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['直言']
['1b47r2qVew'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['vOAoRwJ1K0'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['-gSGcbeaUG'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['PM2gYu2NbA'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['直言']
['kpCPtyE-8G'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['指出']
['q1PX-spJdx'],OPINION_OPR,1,['VERB'],['parataxis'],['VF'],['要求']
['oCG6goxgWL'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['說']
['MjIE_rbiJP'],OPINION_OPR,1,['VERB'],['root'],['VE'],['認為']
['mOdu5oFqS7'],OPINION_OPR,2,"['VERB', 'VERB']","['advcl', 'mark']","['VD', 'VD']","['回', '覆']"
['ZGzdH3LIme'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['X6404gl7MV'],OPINION_OPR,1,['AUX'],['cop'],['VE'],['表示']
['eUQrTjF9mi'],OPINION_OPR,1,['VERB'],['root'],['VC'],['拋出']
['U0BxmCNXC5'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['9DuLX4cALF'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['ofh9i6fekb'],OPINION_OPR,1,['VERB'],['root'],['VE'],['認為']
['YiJ50X0Iyx'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['直言']
['2JRYpN6AAC'],OPINION_OPR,1,['VERB'],['xcomp'],['VA'],['喊話']
['lBcI2sOse2'],OPINION_OPR,1,['VERB'],['acl'],['VE'],['表示']
['KS1kULWZKc'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['A_TK5zAWwZ'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['Zq9TxmVVe5'],OPINION_OPR,1,['VERB'],['root'],['VE'],['直言']
['3dXVjBoRKw'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['強調']
['O7cbDzViJ0'],OPINION_OPR,1,['VERB'],['advcl'],['VK'],['感謝']
['93oVz0y6gU'],OPINION_OPR,1,['VERB'],['parataxis'],['VJ'],['謝謝']
['kkuTRZ2tOe'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['-YSn4j3le6'],OPINION_OPR,1,['VERB'],['advcl'],['VA'],['喊話']
['QlAaXLJcgD'],OPINION_OPR,1,['VERB'],['root'],['VH'],['無奈']
['cMYwaKKEv7'],OPINION_OPR,1,['VERB'],['root'],['VE'],['稱讚']
['2iALPf4spu'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['表示']
['MEOsUlBo5v'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['強調']
['-qL-lUDexs'],OPINION_OPR,1,['VERB'],['root'],['VK'],['感謝']
['eMp4H6DpCc'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['qfpVW1aki6'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['Rov1IF_SF4'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['xcBY5-DCIn'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['xRIAE9RC23'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['5o2QxxxNvo'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['WxDtjfTvlU'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['m-kCy73YDe'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['MQfee2Uwh8'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['aDVODEj6Fe'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['sntiYiaEsp'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['tAltoPqSLU'],OPINION_OPR,1,['VERB'],['root'],['VE'],['認為']
['dk7NX9ZCow'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['lmcnu4xTyK'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['rmPJrmH4Ah'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['質疑']
['Rlwk8L6TgB'],OPINION_OPR,1,['VERB'],['ccomp'],['VE'],['強調']
['kUpcMixQg8'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['4iVETnWeUL'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['eVMjX-V-G5'],OPINION_OPR,1,['VERB'],['root'],['VE'],['認定']
['e-NyY4T8_X'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['LrOytpa1o6'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['4zHeMYEDp_'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['表示']
['i3cJLLRd27'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['表示']
['ScsvwjgF8t'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['06XOReay_i'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['LFF3q92eJ2'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['f1Ks3-h1Zf'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['認為']
['FPejPYfdl3'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['表示']
['ral-uuKNAG'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['aYLA5p_zU7'],OPINION_OPR,1,['VERB'],['root'],['VE'],['稱']
['oioemIWwNv'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['聲稱']
['YzuAAlHwG_'],OPINION_OPR,2,"['VERB', 'VERB']","['advcl', 'root']","['VE', 'VE']","['嗆', '言']"
['tMs-oYRF94'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['-_qJ_Cc-cF'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['ocldPMB1_P'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['kbfHfpcL6G'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['SOX4yEiNrc'],OPINION_OPR,1,['VERB'],['root'],['VA'],['舉例']
['CVPbo21pe9'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['mvnBuHpf2p'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['MPKLxMCiLQ'],OPINION_OPR,1,['VERB'],['root'],['VE'],['提及']
['BuwTMouAPp'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['yp033Rd7zM'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['強調']
['SvjGI6RCyk'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['9xchbsgpzk'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['強調']
['O6a-rfQFj8'],OPINION_OPR,1,['VERB'],['ccomp'],['VF'],['要求']
['Vx1HyTOxNK'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['3p13Zmwevl'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['WQtt-YxaNB'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['tD6vGeqX-h'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['9R8aEmHo9m'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['gnvaiIlj5P'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['eQeSD9tOl4'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['JITVdShTIz'],OPINION_OPR,1,['NOUN'],['nsubj'],['VE'],['說明']
['1yC1okTyjP'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['E5w0gV-5n5'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['Q7iRwNGssN'],OPINION_OPR,1,['VERB'],['advcl'],['VF'],['要求']
['g_lLpZEeiN'],OPINION_OPR,1,['VERB'],['advcl'],['VF'],['要求']
['Ar3ecYaEt1'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['答覆']
['TnPCBRoRnp'],OPINION_OPR,1,['VERB'],['root'],['VE'],['提到']
['Epd1DTxv2T'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['lUETOH8yIo'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['承認']
['EuBcEbmlky'],OPINION_OPR,1,['VERB'],['root'],['VC'],['回應']
['5_jeVOiaGq'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['FPv2RevBoT'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['提到']
['1L91LkvE1m'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['Qk_GGVrY1Q'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['8oupDKK005'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['指出']
['HJQ6WAFBep'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['GR63Labw9H'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['透露']
['Gb4aSmfONp'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['jUe8QihuHf'],OPINION_OPR,1,['VERB'],['xcomp'],['VE'],['爆料']
['xUSEtsGtea'],OPINION_OPR,2,"['ADJ', 'VERB']","['advcl', 'advcl']","['VE', 'VE']","['笑', '稱']"
['Wt-iczAVQJ'],OPINION_OPR,2,"['ADJ', 'VERB']","['ccomp', 'ccomp']","['VE', 'VE']","['笑', '說']"
['gCo_0xr9uC'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['說']
['nOqN1D6tVh'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['說']
['2RTUTxdFBV'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['5b7G05h6zP'],OPINION_OPR,1,['VERB'],['ccomp'],['VE'],['說']
['fibGYs-9Dk'],OPINION_OPR,1,['VERB'],['advcl'],['VG'],['稱']
"['cU6L2X8Jgp', 'Q293XzJt-V']",OPINION_OPR,1,['NOUN'],['obj'],['Na'],['人問']
['n349u6eiVY'],OPINION_OPR,1,['VERB'],['ccomp'],['VE'],['說']
['uAkCnST7hu'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['cm4fl1Koi1'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['LZXy8KN1FY'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['說']
['DCeB24J5cA'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['表示']
['FEluzSlbUU'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['I1kFXYvuG4'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['n-L4YLOe08'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['ed1Y9iqlrc'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['L7H_zlqNSN'],OPINION_OPR,1,['VERB'],['root'],['VC'],['回應']
['p-hU6J3zE9'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['XYLD3OXAVJ'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['LwHvjKfYNV'],OPINION_OPR,1,['VERB'],['root'],['VE'],['宣布']
['GsODgZeEmT'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['zHm5tVNosB'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['JYCbINxMs6'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說明']
['MdIXgKRdRb'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['MsNoHywMA0'],OPINION_OPR,1,['VERB'],['root'],['VE'],['回顧']
['xiIphXgg-p'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['bEK2COq0sX'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['質疑']
['S_w3Fsv8M5'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['質疑']
['dGQEYB2sTz'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['5yBVgXvf6_'],OPINION_OPR,1,['VERB'],['root'],['VE'],['認為']
['s1tteOmqS-'],OPINION_OPR,1,['VERB'],['parataxis'],['VC'],['批評']
['fGpgDq61S_'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['質疑']
['48uqi3S4uq'],OPINION_OPR,1,['VERB'],['root'],['VC'],['批評']
['9tKo8md-4e'],OPINION_OPR,1,['VERB'],['acl'],['VE'],['表示']
['QxZWUj5qjD'],OPINION_OPR,1,['VERB'],['root'],['VE'],['提及']
['2bbMvVqAsE'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['vc9IyFP1FT'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['6fccoDrCNs'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['RUdkJn60RA'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['YCBzItPskA'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['K3cVCRV2b0'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['宣布']
['qXnsOET22o'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['5xPFYZBbha'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['b0z2MYb0uS'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['p31dG6WyPQ'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['5BAQiDW1Rf'],OPINION_OPR,1,['VERB'],['root'],['VE'],['指出']
['cGsGZIZOeD'],OPINION_OPR,1,['VERB'],['root'],['VE'],['認為']
['N_rtunhtmL'],OPINION_OPR,1,['VERB'],['root'],['VE'],['說']
['qJgIt1m-KE'],OPINION_OPR,1,['NOUN'],['advcl'],['VH'],['大酸']
['sa3YCkjQTB'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['byyfH0wDss'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['sz8AOo1Xqu'],OPINION_OPR,2,"['PROPN', 'PART']","['compound', 'nsubj']","['Na', 'VH']","['慧大', '酸']"
['E4A_NpfhrJ'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['強調']
['hdonVUs7JW'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['建議']
['xKc_Zj7xCn'],OPINION_OPR,1,['VERB'],['root'],['VE'],['認定']
['Gc7xVRIEkp'],OPINION_OPR,1,['VERB'],['parataxis'],['VE'],['說']
['jjzRxYsvmi'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['jVFQFwqEpl'],OPINION_OPR,1,['VERB'],['root'],['VE'],['表示']
['VGtSpTwnvG'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['e6pM8SIruu'],OPINION_OPR,1,['VERB'],['root'],['VE'],['詢問']
['fh9Yl97EDT'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['回答']
['9zK8yZPwlG'],OPINION_OPR,1,['VERB'],['root'],['VC'],['回應']
['F9n9kzmIBR'],OPINION_OPR,1,['VERB'],['root'],['VE'],['強調']
['cehI5cb5Ew'],OPINION_OPR,1,['VERB'],['root'],['VE'],['認為']
['RKa7Wr3v82'],OPINION_OPR,1,['PROPN'],['flat:name'],['VE'],['重申']
['F2YO-2hFWh'],OPINION_OPR,1,['VERB'],['advcl'],['VE'],['追問']
['lemIQh-WW9'],OPINION_OPR,1,['VERB'],['root'],['VC'],['回應']
['A_FCw_FzKR'],OPINION_OPR,1,['VERB'],['root'],['D'],['再問']
['7oG53bgE7e'],OPINION_OPR,1,['VERB'],['root'],['VE'],['回']
