label_id,span_label,num_of_token,stanza_pos,stanza_dep,ckip_pos,token_text
"['4TDZEpvK1O', 'NeAFS4YpJ6']",Pronoun,2,"['PROPN', 'NOUN']","['nsubj', 'nsubj']","['Nb', 'Na']","['蔡', '總統']"
"['l5hl291Uju', 'NnGde_U6MR']",Pronoun,2,"['PROPN', 'NOUN']","['nmod', 'nsubj']","['Nb', 'Na']","['蔡', '總統']"
"['p85FlJikKC', 'vOglW1RnJa']",Pronoun,3,"['PROPN', 'PART', 'NOUN']","['nmod', 'case', 'nsubj']","['Nb', 'Na', 'Na']","['賴', '副', '總統']"
"['bTToPSIkO0', 'SdYNLlWr5w']",Pronoun,3,"['PROPN', 'PART', 'NOUN']","['nmod', 'case', 'nsubj']","['Nb', 'Na', 'Na']","['賴', '副', '總統']"
"['-WMkcs84qu', 'lkmMn8ZtUq']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['HkhO2Tqqwd', 'oa0M6BBk2z', 'Izn0nQvOEt']",Pronoun,1,['VERB'],['parataxis'],['Nb'],['柯說']
"['j9rMNyiPNg', 'vfuw0oqzoL']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['giNC4KWmFo', 'FzWhD0Y5kt']",Pronoun,2,"['NOUN', 'NOUN']","['nmod', 'nsubj']","['Na', 'Na']","['媽媽', '市長']"
"['MvyV-OVbwi', 'KNE4Z8QdPU']",Pronoun,2,"['PROPN', 'PROPN']","['nsubj', 'flat:name']","['Nb', 'Na']","['盧', '市長']"
"['VKcxzNRTL0', '4dKlKFb2KS']",Pronoun,2,"['PROPN', 'PROPN']","['nsubj', 'flat:name']","['Nb', 'Na']","['盧', '市長']"
"['uJcw5-DhkY', 'BYvu0ZKKIA']",Pronoun,2,"['PROPN', 'NOUN']","['nmod', 'nmod']","['Nb', 'Na']","['盧', '市長']"
"['uQzhXqZ5C0', 'Y9bbAUSiLS']",Pronoun,2,"['PROPN', 'NOUN']","['nmod', 'nsubj']","['Nb', 'Na']","['盧', '市長']"
"['i8sqeYCfB1', 's94RZp8SpK']",Pronoun,2,"['PROPN', 'NOUN']","['nmod', 'nsubj']","['Nb', 'Na']","['盧', '市長']"
"['jKEdxCcNro', 'VF1PCbWGLA']",Pronoun,2,"['PROPN', 'NOUN']","['nmod', 'nsubj']","['Nb', 'Na']","['盧', '市長']"
"['v6k1V4uSQ8', '0KYMOBJxJc']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['lScCQVPaFQ', 'yDSSMZO_LC']",Pronoun,2,"['PROPN', 'NOUN']","['nmod', 'nsubj']","['Nb', 'Na']","['盧', '市長']"
"['UGtb5tV72T', 'Rq1EN3gMGO']",Pronoun,2,"['PROPN', 'PROPN']","['nsubj', 'flat:name']","['Nb', 'Na']","['盧', '市長']"
"['oyx758AHtK', 'ow_4SXxOj1']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['GwjMLMkatP', 'WqWKG3gTbh']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['ViMfu-z2R2', 'adpHQSSeB0']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['OmHncdX226', '2jd-Quh8Fw']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['5vLpKKzkzH', 'MGqeKYrUJw']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['IXzrJnM2_U', 'm-peoP47Xb']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['柯']
"['lW9W8Q_GRn', 'K80r5vq7pV']",Pronoun,1,['PRON'],['nmod'],['Nh'],['他']
"['hWiHr7XNrY', '1tBGncAzWa']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['pG_CAWokvG', 'FfbOYAS8xR']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['WNlVarVVjo', 'UM2mJnYXgg']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['0fbcOqE677', 'T6U9beHZ19']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['muWJZ6Unqs', 'hL5iahdtxo']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['WkJm_d8Bxw', 'HE-uEKyYqX']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['NNzxof2qWZ', 'Ybw2Zs330z']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['CR1zWpGrhS', '9cpzAVZZhC']",Pronoun,2,"['NOUN', 'NOUN']","['nmod', 'nsubj']","['Nc', 'Nc']","['縣', '黨部']"
"['tVK3rtRB6P', 'z7sCUCv1ii']",Pronoun,4,"['DET', 'NOUN', 'NOUN', 'NOUN']","['det', 'clf', 'nmod', 'nsubj']","['Nep', 'Nf', 'Na', 'Na']","['這', '名', '黨政', '人士']"
"['G3KT_R3vIX', 'cBhGORfCVA']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['習']
"['G4XiUGwhRn', '4_NqoP2cd5']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['洪']
"['p6FynaN4Gc', 'tTVyH4d16X']",Pronoun,1,['NOUN'],['nsubj'],['Na'],['官員']
"['Klie8CQXOt', 'jQaLq3TfCp']",Pronoun,1,['NOUN'],['nsubj'],['Na'],['官員']
"['QbbQkduhhX', '8NA5g0waFi']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['jR5xdmOiWr', 'MFsiI8qh3Z']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['X6KraFG5xJ', 'eKCgf-ZykT']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['V7alFqsN3S', 'H0N9eV78NX']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['n25yU6eAgV', 'DcUQb8OJ7a']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['_nXDaRIw0y', 'U3cHUJqQiY']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['MMuxPImIBD', '-rNzgiBrJI']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['EPlplETl8_', '2jiOjMY6Zn']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['b2Rn8OdZJK', 'ScqKtBJQPZ']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['JgrKOoH2k6', 'icDD7qOCTp']",Pronoun,4,"['DET', 'NOUN', 'VERB', 'PART']","['det', 'nmod', 'compound', 'nsubj']","['Nep', 'Nf', 'Na', 'Na']","['這', '名', '發言', '人']"
"['a-A0ZBWllT', '2nkkAFSDkm']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['KmvAKT6Yn6', '-Eo4z8IeAD']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['蔡']
"['bQyzLcRlIB', 'iPAzfcYFvT']",Pronoun,1,['PROPN'],['nmod'],['Nh'],['他祝']
"['dbztS_Ec2s', 'oq1L4IFW_3', 'Jcjk9Ef7tO']",Pronoun,1,['VERB'],['root'],['Nb'],['賴說']
"['oNL8q6qKYd', 'o5Ep08pM0w']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['柯']
"['AbJFtWilGN', 'rOW01j9D0e']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['柯']
"['yqu3qkmAOE', 'X7Bynt5w_5']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['lbpeEU-ims', 'T5G_lEz8Mk']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['qLZ05WRx9e', 'uy3qf-68Yw']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['10-oUstgLq', 'cDsKwSdQaU']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['5FeNzz3m17', 'vrXGV4ZJfT']",Pronoun,2,"['DET', 'NOUN']","['det', 'nsubj']","['Nes', 'Na']","['該', '人士']"
"['9Jf6piqsRI', 'F99SyJbBeF']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['r8j-0JnnST', 'M3uDQrPq_E']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['詹']
"['S3_IFfIppA', 'KfzZhn9PPI']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['詹']
"['rK4eEr4nLI', 'VrlJXANuiw']",Pronoun,1,['NOUN'],['nsubj'],['VA'],['游怒']
"['6ehPFSQfvr', 'veH8Om_3hM']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['rRYv5GdsGJ', 'MvmAEFuV4S']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['ge7uYum2Le', '3xuvd533ux']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['soQuqF0_uF', 'jrcSiJAvUe']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['P1bp_j9wE7', '6oQDIEe0DH']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['dX7a0Z_9a5', 'iQtatMFKiQ']",Pronoun,1,['PROPN'],['nmod'],['Nb'],['蔡']
"['zukURHRtJV', 'EUulWUx86i']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['eWNsVpmZj-', 'e11rOPfbM6']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['9XQqqH1tLd', '_joWYGunMM']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['KAQSfyu_Lx', 'CMoGhIUAbC']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['Bo11fr4cwa', '9dmZYvYkvC']",Pronoun,2,"['DET', 'NOUN']","['det', 'nsubj']","['Nes', 'Na']","['該', '立委']"
"['meIKaRASml', 'jhcw9pVl85']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['JUIAxhZb8g', 'SZDukQRvzK']",Pronoun,3,"['DET', 'NOUN', 'NOUN']","['det', 'nmod', 'nsubj']","['Nes', 'VH', 'Na']","['該', '綠營', '人士']"
"['nkfX0VsvFp', 'UlZCFt0V9a']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['kLG-uubWNS', '1Qzg58IOMJ']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['6r8Tvkf3-g', '5_JrPIYlfm']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['DNd31yq79l', 'rHeHkp1nCo']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['fExslkrhQ7', '5fcaU-9Oo-']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['pYAtetF9bx', 'q2TJ0aXBZ2']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['_u-45oNKIh', 'sy9zBWSwcc']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['uD8drFfzQ2', 'c8R9izRPe7']",Pronoun,2,"['PROPN', 'NOUN']","['nmod', 'nsubj']","['Nb', 'Na']","['蔡', '總統']"
"['NwE_dxiw9M', '151_aUoCi6']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['tC2rdICkOF', 'JNcM9Q_pM9']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['FdHBKevoAZ', 'fU9jUDPILW']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['黃']
"['GeCFje5vyb', 'BjajDCmWEn']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['黃']
"['h3frBsBQbr', '14DuzQZffx', 'nFA2ge93hW']",Pronoun,1,['VERB'],['advcl'],['Nb'],['羅反嗆']
"['0JbHJ3MlyH', 'uYoLR9ooxN']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['KMV0PfaBD1', 'ZDyjm-qw6K']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['蘇']
"['RFMyy8G7pd', 'qlYF_HdTk1']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['Nftjp_ZLvG', '6Kg6NgCpIe']",Pronoun,1,['ADJ'],['csubj'],['Nb'],['高']
"['bguzfGwEfe', 'Zq5TXzqOI1']",Pronoun,1,['PROPN'],['nsubj'],['Nb'],['陳']
"['SKM2vpb9r-', 'XrBJolBLe_']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['av1RwSHYeh', 'Lniojn3BP7']",Pronoun,1,['NOUN'],['nsubj'],['Na'],['總統']
"['bdIXFy50Fi', 'hDETn2ftuo']",Pronoun,1,['NOUN'],['nsubj'],['Na'],['總統']
"['h5PI02SLOw', 'LWfw4OWSAk']",Pronoun,1,['NOUN'],['nsubj'],['Na'],['總統']
"['wEExF3gi2U', '6_dI4v8OGd']",Pronoun,1,['NOUN'],['nmod'],['Na'],['總統']
"['VuZal8Qxhg', 'a0CNimFufu']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['uPBQ3K7QeX', 'YWmMTIS0tb']",Pronoun,1,['NOUN'],['nsubj'],['Na'],['總統']
"['gQX4cK05Oa', 'ilxbnJNTcK']",Pronoun,1,['NOUN'],['nsubj'],['Na'],['總統']
"['33XAgA9AvF', 'kDJLmXPu4N']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['她']
"['OVZkiH7SVf', '2ov452P2An']",Pronoun,1,['NOUN'],['nsubj'],['Na'],['總統']
"['Qxf7Vo3cxE', 'VxtpjXs-vx']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['sp248r0UVJ', '8Qd4J5uGep']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['jTmtVjE5J1', 'RJOFH7Fhef']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
"['gwJstQ4RLf', '57ojNV2PXL']",Pronoun,1,['PRON'],['nsubj'],['Nh'],['他']
